"","parid","scheduleID","react1","react2","accuracy","note","number","correctans","audio","video","context","group","type","beep_response","length1","length2","videoname","Task.Version","Spreadsheet","Response","display","row_number","filename","Experiment.Version","Participant.OS","Participant.Browser","randomiser.t27m","date.of.birth.year","date.of.birth.month","sex","languages","response.6","response.6.text","mask.problems","Difficulty.x","Tiring","more.info.on.masks","Difficulty.y","Distraction","response.4.1","response.4.2","response.4.3","response.4.4","response.4.text","response.5","Comments","block","SUBJECT","ITEM","RT","GROUP","AUDIO","VISUAL","PREDICT","ACC","CONDITION","TRIAL","BLOCK","AGE","SEX"
"6751","210725_c128",15186960,477.104647636968,343.571140692518,0,"discard_mother hen?","64H","hen","aM","vM","H","c","aMvM",2.5337057030348,2.05660105539783,2.19013456234228,"64H_aM_vM.mp4",7,"Version5","https://gorilla.sc/uploads/schedule/15186960?filename=64HaMvMmp4-118-2.weba","Block1",103,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-jhw4.csv",9,"Chromium OS 13904.41.0","Chrome 91.0.4472.81","Version5",10,9,"Male","English","Born and raised in the UK","","No",2,3,"It has not been discussed as my child has had minimal contact with people wearing face masks (his teachers wore transparent face shields).",2,3,"Everything worked well","","","","","","",4,"210725_c128","64H",343.571140692518,"c","aM","vM","H","0","aMvM",103,"4",10.75,"Male"
"6767","210725_c128",15186960,650.219374519449,385.350971741669,0,"discard_lop","80L","lock","aM","vM","L","c","aMvM",2.82144561258366,2.17122623806421,2.43609464084199,"80L_aM_vM.mp4",7,"Version5","https://gorilla.sc/uploads/schedule/15186960?filename=80LaMvMmp4-23-2.weba","Block1",14,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-jhw4.csv",9,"Chromium OS 13904.41.0","Chrome 91.0.4472.81","Version5",10,9,"Male","English","Born and raised in the UK","","No",2,3,"It has not been discussed as my child has had minimal contact with people wearing face masks (his teachers wore transparent face shields).",2,3,"Everything worked well","","","","","","",1,"210725_c128","80L",385.350971741669,"c","aM","vM","L","0","aMvM",14,"1",10.75,"Male"
"6789","210725_c133",15185742,2579.67030255976,2416.95818134771,0,"something before 'rim'","105H","rim","aM","vM","H","c","aMvM",4.93608620963893,2.35641590707917,2.51912802829122,"105H_aM_vM.mp4",7,"Version2","https://gorilla.sc/uploads/schedule/15185742?filename=105HaMvMmp4-117-2.weba","Block1",102,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-tucf.csv",9,"Windows 10","Edge 92.0.902.73","Version2",0,0,"Female","English","Born and raised in the UK","","Yes sometimes",2,1,"It can be hard to hear when the speaker is wearing a mask",2,4,"Everything worked well","","","","","The videos occasionally were laggy.","No",4,"210725_c133","105H",2416.95818134771,"c","aM","vM","H","0","aMvM",102,"4",0,"Female"
"6817","210725_c133",15185742,1217.0152480043,1063.14399028831,0,"repeat the sentence","134L","tin","aNM","vNM","L","c","aNMvNM",2.97208055458024,1.75506530657594,1.90893656429193,"134L_aNM_vNM.mp4",7,"Version2","https://gorilla.sc/uploads/schedule/15185742?filename=134LaNMvNMmp4-23-2.weba","Block1",14,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-tucf.csv",9,"Windows 10","Edge 92.0.902.73","Version2",0,0,"Female","English","Born and raised in the UK","","Yes sometimes",2,1,"It can be hard to hear when the speaker is wearing a mask",2,4,"Everything worked well","","","","","The videos occasionally were laggy.","No",1,"210725_c133","134L",1063.14399028831,"c","aNM","vNM","L","0","aNMvNM",14,"1",0,"Female"
"6839","210725_c133",15185742,1925.43865030175,1815.30863162761,0,"the crew","30L","crew","aNM","vM","L","c","aNMvM",4.02165194125735,2.0962132909556,2.20634330962974,"30L_aNM_vM.mp4",7,"Version2","https://gorilla.sc/uploads/schedule/15185742?filename=30LaNMvMmp4-43-2.weba","Block1",32,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-tucf.csv",9,"Windows 10","Edge 92.0.902.73","Version2",0,0,"Female","English","Born and raised in the UK","","Yes sometimes",2,1,"It can be hard to hear when the speaker is wearing a mask",2,4,"Everything worked well","","","","","The videos occasionally were laggy.","No",2,"210725_c133","30L",1815.30863162761,"c","aNM","vM","L","0","aNMvM",32,"2",0,"Female"
"6871","210725_c133",15185742,1126.03087733302,913.617248860792,0,"the hive_hive","68L","hive","aNM","vNM","L","c","aNMvNM",3.24314226370299,2.11711138636997,2.3295250148422,"68L_aNM_vNM.mp4",7,"Version2","https://gorilla.sc/uploads/schedule/15185742?filename=68LaNMvNMmp4-60-2.weba","Block1",49,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-tucf.csv",9,"Windows 10","Edge 92.0.902.73","Version2",0,0,"Female","English","Born and raised in the UK","","Yes sometimes",2,1,"It can be hard to hear when the speaker is wearing a mask",2,4,"Everything worked well","","","","","The videos occasionally were laggy.","No",2,"210725_c133","68L",913.617248860792,"c","aNM","vNM","L","0","aNMvNM",49,"2",0,"Female"
"6893","210725_c133",15185742,713.549630512888,388.917338846288,0,"not","91H","notch","aM","vNM","H","c","aMvNM",2.43156915448475,1.71801952397186,2.04265181563846,"91H_aM_vNM.mp4",7,"Version2","https://gorilla.sc/uploads/schedule/15185742?filename=91HaMvNMmp4-103-2.weba","Block1",90,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-tucf.csv",9,"Windows 10","Edge 92.0.902.73","Version2",0,0,"Female","English","Born and raised in the UK","","Yes sometimes",2,1,"It can be hard to hear when the speaker is wearing a mask",2,4,"Everything worked well","","","","","The videos occasionally were laggy.","No",3,"210725_c133","91H",388.917338846288,"c","aM","vNM","H","0","aMvNM",90,"3",0,"Female"
"6906","210725_c141",15355404,664.666722742504,433.737700376034,0,"unsure_a rope","107H","rope","aNM","vNM","H","c","aNMvNM",2.68179976034505,2.01713303760255,2.24806205996902,"107H_aNM_vNM.mp4",7,"Version8","https://gorilla.sc/uploads/schedule/15355404?filename=107HaNMvNMmp4-76-2.weba","Block1",63,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-u5lv.csv",9,"Windows 10","Firefox 78.0","Version8",10,7,"Male","English","Born and raised in the UK","","Yes sometimes",2,1,"",1,1,"","","","","One video had to be refreshed in section four","One video had to be refreshed in section four","",3,"210725_c141","107H",433.737700376034,"c","aNM","vNM","H","0","aNMvNM",63,"3",10.5833333333333,"Male"
"6907","210725_c141",15355404,615.086127127598,569.185664164598,0,"unsure_a row","108L","row","aM","vNM","L","c","aMvNM",2.97969627101975,2.36461014389215,2.41051060685515,"108L_aM_vNM.mp4",7,"Version8","https://gorilla.sc/uploads/schedule/15355404?filename=108LaMvNMmp4-33-2.weba","Block1",24,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-u5lv.csv",9,"Windows 10","Firefox 78.0","Version8",10,7,"Male","English","Born and raised in the UK","","Yes sometimes",2,1,"",1,1,"","","","","One video had to be refreshed in section four","One video had to be refreshed in section four","",1,"210725_c141","108L",569.185664164598,"c","aM","vNM","L","0","aMvNM",24,"1",10.5833333333333,"Male"
"6921","210725_c141",15355404,755.09989980574,550.83039222998,0,"discard_school","121H","spool","aM","vM","H","c","aMvM",2.63401418882782,1.87891428902208,2.08318379659784,"121H_aM_vM.mp4",7,"Version8","https://gorilla.sc/uploads/schedule/15355404?filename=121HaMvMmp4-13-2.weba","Block1",4,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-u5lv.csv",9,"Windows 10","Firefox 78.0","Version8",10,7,"Male","English","Born and raised in the UK","","Yes sometimes",2,1,"",1,1,"","","","","One video had to be refreshed in section four","One video had to be refreshed in section four","",1,"210725_c141","121H",550.83039222998,"c","aM","vM","H","0","aMvM",4,"1",10.5833333333333,"Male"
"6944","210725_c141",15355404,1204.11089934943,971.630940772441,0,"discard_don't know","17L","calf","aM","vNM","L","c","aMvNM",3.92755569290935,2.72344479355992,2.95592475213691,"17L_aM_vNM.mp4",7,"Version8","https://gorilla.sc/uploads/schedule/15355404?filename=17LaMvNMmp4-53-2.weba","Block1",42,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-u5lv.csv",9,"Windows 10","Firefox 78.0","Version8",10,7,"Male","English","Born and raised in the UK","","Yes sometimes",2,1,"",1,1,"","","","","One video had to be refreshed in section four","One video had to be refreshed in section four","",2,"210725_c141","17L",971.630940772441,"c","aM","vNM","L","0","aMvNM",42,"2",10.5833333333333,"Male"
"6953","210725_c141",15355404,2585.01160011047,2449.05743344381,0,"discard_don't know","27L","coin","aM","vM","L","c","aMvM",4.93754208736254,2.35253048725207,2.48848465391873,"27L_aM_vM.mp4",7,"Version8","https://gorilla.sc/uploads/schedule/15355404?filename=27LaMvMmp4-38-2.weba","Block1",29,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-u5lv.csv",9,"Windows 10","Firefox 78.0","Version8",10,7,"Male","English","Born and raised in the UK","","Yes sometimes",2,1,"",1,1,"","","","","One video had to be refreshed in section four","One video had to be refreshed in section four","",1,"210725_c141","27L",2449.05743344381,"c","aM","vM","L","0","aMvM",29,"1",10.5833333333333,"Male"
"6969","210725_c141",15355404,964.302820811641,787.403515256161,0,"discard_don't know","42H","doll","aM","vNM","H","c","aMvNM",2.84458720693945,1.88028438612781,2.05718369168329,"42H_aM_vNM.mp4",7,"Version8","https://gorilla.sc/uploads/schedule/15355404?filename=42HaMvNMmp4-50-2.weba","Block1",39,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-u5lv.csv",9,"Windows 10","Firefox 78.0","Version8",10,7,"Male","English","Born and raised in the UK","","Yes sometimes",2,1,"",1,1,"","","","","One video had to be refreshed in section four","One video had to be refreshed in section four","",2,"210725_c141","42H",787.403515256161,"c","aM","vNM","H","0","aMvNM",39,"2",10.5833333333333,"Male"
"6980","210725_c141",15355404,912.988862575472,830.269691828822,0,"discard_gap","59L","gown","aM","vNM","L","c","aMvNM",3.19241574149933,2.27942687892386,2.36214604967051,"59L_aM_vNM.mp4",7,"Version8","https://gorilla.sc/uploads/schedule/15355404?filename=59LaMvNMmp4-64-2.weba","Block1",53,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-u5lv.csv",9,"Windows 10","Firefox 78.0","Version8",10,7,"Male","English","Born and raised in the UK","","Yes sometimes",2,1,"",1,1,"","","","","One video had to be refreshed in section four","One video had to be refreshed in section four","",2,"210725_c141","59L",830.269691828822,"c","aM","vNM","L","0","aMvNM",53,"2",10.5833333333333,"Male"
"6986","210725_c141",15355404,560.012581290689,392.870908106859,0,"discard_head","64L","hen","aM","vM","L","c","aMvM",2.68685667957712,2.12684409828643,2.29398577147026,"64L_aM_vM.mp4",7,"Version8","https://gorilla.sc/uploads/schedule/15355404?filename=64LaMvMmp4-120-2.weba","Block1",105,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-u5lv.csv",9,"Windows 10","Firefox 78.0","Version8",10,7,"Male","English","Born and raised in the UK","","Yes sometimes",2,1,"",1,1,"","","","","One video had to be refreshed in section four","One video had to be refreshed in section four","",4,"210725_c141","64L",392.870908106859,"c","aM","vM","L","0","aMvM",105,"4",10.5833333333333,"Male"
"6994","210725_c141",15355404,1371.56806038626,1101.23966402767,0,"discard_don't know","72L","juice","aM","vM","L","c","aMvM",3.52591378566893,2.15434572528267,2.42467412164126,"72L_aM_vM.mp4",7,"Version8","https://gorilla.sc/uploads/schedule/15355404?filename=72LaMvMmp4-44-2.weba","Block1",33,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-u5lv.csv",9,"Windows 10","Firefox 78.0","Version8",10,7,"Male","English","Born and raised in the UK","","Yes sometimes",2,1,"",1,1,"","","","","One video had to be refreshed in section four","One video had to be refreshed in section four","",2,"210725_c141","72L",1101.23966402767,"c","aM","vM","L","0","aMvM",33,"2",10.5833333333333,"Male"
"7019","210725_c141",15355404,755.64996881516,614.4878427468,0,"discard_pies","98L","pine","aM","vNM","L","c","aMvNM",2.67242320661714,1.91677323780198,2.05793536387034,"98L_aM_vNM.mp4",7,"Version8","https://gorilla.sc/uploads/schedule/15355404?filename=98LaMvNMmp4-83-2.weba","Block1",70,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-u5lv.csv",9,"Windows 10","Firefox 78.0","Version8",10,7,"Male","English","Born and raised in the UK","","Yes sometimes",2,1,"",1,1,"","","","","One video had to be refreshed in section four","One video had to be refreshed in section four","",3,"210725_c141","98L",614.4878427468,"c","aM","vNM","L","0","aMvNM",70,"3",10.5833333333333,"Male"
"7103","210725_c98",14889358,776.206639829202,517.058924775382,0,"sleeved?echo can't be told clearly","116L","sleeves","aM","vM","L","c","aMvM",3.06051142187597,2.28430478204677,2.54345249710059,"116L_aM_vM.mp4",7,"Version5","https://gorilla.sc/uploads/schedule/14889358?filename=116LaMvMmp4-94-2.weba","Block1",81,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-jhw4.csv",9,"Mac OS 10.15.6","Safari 14.1.1","Version5",11,5,"Female","English","Born and raised in the UK","","No",1,1,"",1,2,"Everything worked well","","","","","","",3,"210725_c98","116L",517.058924775382,"c","aM","vM","L","0","aMvM",81,"3",11.4166666666667,"Female"
"7112","210725_c98",14889358,1470.89626101184,1149.7587275793,0,"dorns? ","132H","thorns","aM","vNM","H","c","aMvNM",3.77962173751883,2.30872547650699,2.62986300993953,"132H_aM_vNM.mp4",7,"Version5","https://gorilla.sc/uploads/schedule/14889358?filename=132HaMvNMmp4-16-2.weba","Block1",7,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-jhw4.csv",9,"Mac OS 10.15.6","Safari 14.1.1","Version5",11,5,"Female","English","Born and raised in the UK","","No",1,1,"",1,2,"Everything worked well","","","","","","",1,"210725_c98","132H",1149.7587275793,"c","aM","vNM","H","0","aMvNM",7,"1",11.4166666666667,"Female"
"7183","210818_c166",15254546,940.567665451814,736.100294128295,0,"discard_fricative not captured","123L","sport","aM","vNM","L","c","aMvNM",3.13927429212369,2.19870662667188,2.4031739979954,"123L_aM_vNM.mp4",7,"Version4","https://gorilla.sc/uploads/schedule/15254546?filename=123LaMvNMmp4-28-2.weba","Block1",19,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-gv44.csv",9,"Windows 10","Chrome 92.0.4515.131","Version4",0,0,"Male","English","Born and raised in the UK","","No",2,1,"",2,2,"","There were issues with the videos","","","","page needed refreshing about every 4 videos.  Speech with no mask was out of sink with video mouth movements.","Child says it was fun :)",1,"210818_c166","123L",736.100294128295,"c","aM","vNM","L","0","aMvNM",19,"1",0,"Male"
"7200","210818_c166",15254546,1351.10243797719,1157.6059412014,0,"palf","17H","calf","aM","vNM","H","c","aMvNM",3.90498085685427,2.55387841887708,2.74737491565287,"17H_aM_vNM.mp4",7,"Version4","https://gorilla.sc/uploads/schedule/15254546?filename=17HaMvNMmp4-80-2.weba","Block1",67,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-gv44.csv",9,"Windows 10","Chrome 92.0.4515.131","Version4",0,0,"Male","English","Born and raised in the UK","","No",2,1,"",2,2,"","There were issues with the videos","","","","page needed refreshing about every 4 videos.  Speech with no mask was out of sink with video mouth movements.","Child says it was fun :)",3,"210818_c166","17H",1157.6059412014,"c","aM","vNM","H","0","aMvNM",67,"3",0,"Male"
"7202","210818_c166",15254546,1765.02323799711,1582.17530554761,0,"don't know","21L","clerk","aM","vM","L","c","aMvM",3.92387605637644,2.15885281837933,2.34170075082883,"21L_aM_vM.mp4",7,"Version4","https://gorilla.sc/uploads/schedule/15254546?filename=21LaMvMmp4-110-2.weba","Block1",95,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-gv44.csv",9,"Windows 10","Chrome 92.0.4515.131","Version4",0,0,"Male","English","Born and raised in the UK","","No",2,1,"",2,2,"","There were issues with the videos","","","","page needed refreshing about every 4 videos.  Speech with no mask was out of sink with video mouth movements.","Child says it was fun :)",4,"210818_c166","21L",1582.17530554761,"c","aM","vM","L","0","aMvM",95,"4",0,"Male"
"7213","210818_c166",15254546,484.704156302203,306.257200813323,0,"crim","31H","crib","aNM","vM","H","c","aNMvM",2.29497255388537,1.81026839758317,1.98871535307205,"31H_aNM_vM.mp4",7,"Version4","https://gorilla.sc/uploads/schedule/15254546?filename=31HaNMvMmp4-100-2.weba","Block1",87,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-gv44.csv",9,"Windows 10","Chrome 92.0.4515.131","Version4",0,0,"Male","English","Born and raised in the UK","","No",2,1,"",2,2,"","There were issues with the videos","","","","page needed refreshing about every 4 videos.  Speech with no mask was out of sink with video mouth movements.","Child says it was fun :)",3,"210818_c166","31H",306.257200813323,"c","aNM","vM","H","0","aNMvM",87,"3",0,"Male"
